options,'options'," ""option's""", 'potions', 'option', 'opt ions', 'opt-ions', 'portions'," ""potion's""", 'adoptions'," ""portion's"""," ""adoption's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lines,'lines', 'liens'," ""line's""", 'liners', 'linens', 'kines', 'limes', 'lined', 'Ines', 'lies', 'line'," ""Lin's""", 'Linus', 'lanes', 'lings'," ""liner's""", 'lingers', 'lioness', 'loners', 'lens', 'lions', 'loins', 'liner', 'links', 'lints', 'Hines', 'dines', 'fines'," ""lien's""", 'likes', 'linen', 'lives', 'mines', 'nines', 'pines', 'sines', 'tines', 'vines', 'wines', 'zines', 'lingoes'," ""Lane's"""," ""Lina's"""," ""Lon's"""," ""lane's"""," ""ling's"""," ""lion's"""," ""loin's"""," ""loner's"""," ""LAN's"""," ""Len's"""," ""lime's"""," ""Lie's"""," ""Luna's"""," ""Lynne's"""," ""lie's"""," ""Aline's"""," ""Cline's"""," ""Kline's"""," ""linen's"""," ""Lind's"""," ""link's"""," ""lint's"""," ""Linus's"""," ""fine's"""," ""life's"""," ""like's"""," ""lingo's"""," ""mine's"""," ""nine's"""," ""pine's"""," ""sine's"""," ""tine's"""," ""vine's"""," ""wine's"""," ""Lana's"""," ""Lena's"""," ""Leno's"""," ""Lynn's"""," ""lens's""",,,,,,,,,,,,,,,,,,,,
cr,carriage return,copyright, 'RC', 'CPR', 'CRT', 'car', 'cor', 'ctr', 'cur', 'CT', 'Ct', 'ct', 'Ce', 'cir', 'C', 'R', 'c', 'r', 'Gr', 'Jr', 'Kr', 'gr', 'jr', 'qr', 'CARE', 'Cara', 'Cary', 'Cora', 'Cory', 'Cree', 'care', 'core', 'crew', 'cure', 'OCR', 'VCR', 'CA', 'CO', 'Ca', 'Co', 'Cu', 'RR', 'ca', 'cc', 'ck', 'co', 'cu', 'cw', 'yr', 'BR', 'Br', 'CB', 'CD', 'CF', 'CV', 'CZ', 'Cb', 'Cd', 'Cf', 'Cl', 'Cm', 'Cs', 'Dr', 'Fr', 'HR', 'Lr', 'Mr', 'NR', 'PR', 'Pr', 'Sr', 'Zr', 'cf', 'cg', 'cl', 'cm', 'cs', 'fr', 'hr', 'pr', 'tr', 'Carr', 'Cray', 'Crow', 'corr', 'craw', 'cray', 'crow', 'AR', 'Ar', 'Ch', 'Ci', 'ER', 'Er', 'Ir', 'OR', 'Ur', 'ch', 'er', 'or'
hashinator,'Shinto', 'hashing', 'machinate', 'Ashanti', 'haunter', 'hibernator', 'hinter', 'passionate', 'hushing', 'hyphenate',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matches,'matches', 'Marches', 'marches', 'matched'," ""match's""", 'marchers', 'batches', 'catches', 'hatches', 'latches', 'patches', 'watches'," ""March's"""," ""march's""", 'marshes'," ""Mach's"""," ""mach's""", 'mashes'," ""marcher's"""," ""Mitch's""", 'mooches', 'match es', 'match-es'," ""macho's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
row,'row', 'roe', 'Rowe', 'rows', 'tow', 'ow', 'Roy', 'raw', 'roue', 'Crow', 'brow', 'crow', 'grow', 'prow', 'trow', 'RI', 'Re', 'Rio', 'Rwy', 're', 'rho', 'ROM', 'Rob', 'Rod', 'Rom', 'Ron', 'rob', 'rod', 'rot', 'Dow', 'NOW', 'POW', 'bow', 'cow', 'how', 'low', 'mow', 'now', 'pow', 'sow', 'vow', 'wow', 'yow', 'R', 'r', 'Rae', 'roar', 'rue', 'RR', 'Ra', 'Rh', 'Ru', 'Ry', 'Ray', 'rah', 'ray'," ""row's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structured,'structured', 'structures', 'structure', 'strictures'," ""structure's""", 'stricture', 'restructured'," ""stricture's""", 'structural',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inlined,'unlined', 'inclined', 'inline', 'inland', 'in lined', 'in-lined', 'online', 'mainlined',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invokes,'invokes', 'invoked', 'invoke', 'convokes', 'invites', 'invoices', 'unyokes', 'evokes', 'intakes', 'invades'," ""invite's"""," ""invoice's"""," ""intake's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vm,virtual memory, 'BM', 'Cm', 'cm', 'M', 'V', 'm', 'v', 'MM', 'VA', 'VI', 'Va', 'Wm', 'mm', 'vi', 'AM', 'Am', 'EM', 'FM', 'Fm', 'GM', 'HM', 'NM', 'PM', 'Pm', 'QM', 'Sm', 'TM', 'Tm', 'VD', 'VF', 'VG', 'VJ', 'VP', 'VT', 'Vt', 'am', 'em', 'gm', 'km', 'om', 'pm', 'rm', 'um', 'vb', 'vs', 'vamp', 'MA', 'ME', 'MI', 'MO', 'MW', 'Me', 'Mo', 'ma', 'me', 'mi', 'mo', 'mu', 'my', 'Mme', 'VOA', 'var', 'via', 'vie', 'vii', 'vow'," ""V's""", 'womb'," ""I'm"""," ""h'm""", 'warm', 'wham', 'whim', 'whom', 'worm'," ""vim's""",,,,,,,,,,,,,,,,,,,,,,,
balancer,'balance', 'balanced', 'balances', 'valance', 'lancer'," ""balance's""", 'blander', 'blanker',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
called,'called', 'calked', 'culled', 'galled', 'coaled', 'cabled', 'caller', 'calmed', 'calved', 'balled', 'celled', 'palled', 'walled', 'clued', 'Calder', 'coiled', 'cooled', 'curled', 'gelled', 'gulled', 'jailed', 'jelled', 'killed',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c111,'C', 'c', 'CA', 'CO', 'Ca', 'Co', 'Cu', 'ca', 'cc', 'ck', 'co', 'cu', 'cw'," ""C's""", 'CAI', 'CCU', 'Coy', 'car', 'caw', 'cay', 'coo', 'cor', 'cow', 'coy', 'cue', 'cur', 'WC', 'G', 'J', 'K', 'Q', 'g', 'j', 'k', 'q', 'CB', 'CD', 'CF', 'CT', 'CV', 'CZ', 'Cb', 'Cd', 'Cf', 'Cl', 'Cm', 'Cr', 'Cs', 'Ct', 'cf', 'cg', 'cl', 'cm', 'cs', 'ct', 'Ce', 'Ch', 'Ci', 'ch', 'GA', 'GE', 'GI', 'GU', 'Ga', 'Ge', 'Jo', 'KO', 'KY', 'Ky', 'QA', 'go', 'kW', 'kw', 'wk', 'V', 'X', 'v', 'x', 'AC', 'Ac', 'BC', 'DC', 'EC', 'KC', 'LC', 'MC', 'NC', 'PC', 'QC', 'RC', 'SC', 'Sc', 'Tc', 'ac', 'dc', 'kc', 'W', 'Y', 'w', 'y'
queueacl,'quack', 'squeal', 'queerly', 'queenly', 'coequal', 'quail', 'quell', 'quickly', 'quacks', 'cudgel', 'queasily', 'cecal', 'decal', 'ducal', 'fecal', 'jugular', 'cubical', 'eccl', 'faecal', 'squall', 'quizzical', 'quake'," ""quack's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administer,'administer', 'administers', 'ad minister', 'ad-minister', 'admonished', 'admins',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queue,'queue', 'queued', 'queues', 'queer', 'Que', 'Queen', 'queen'," ""queue's""", 'cue', 'gee', 'qua', 'quo', 'ques',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acl,'ACLU', 'Cal', 'cal', 'acyl', 'AC', 'AL', 'Ac', 'Al', 'Cl', 'ac', 'cl', 'AOL', 'ail', 'all', 'awl', 'ACT', 'ASL', 'act', 'UCLA', 'ecol', 'ace', 'eccl', 'Cali', 'axle', 'AK', 'ARC', 'Ala', 'Ali', 'COL', 'Col', 'agile', 'ale', 'arc', 'ax', 'col', 'Carl', 'call', 'gal', 'ally'," ""AC's"""," ""Ac's""", 'aglow', 'eagle', 'Ag', 'EC', 'IL', 'UL', 'kl', 'Earl', 'Gael', 'Gail', 'Gall', 'Gaul', 'Karl', 'earl', 'encl', 'gall', 'incl', 'jail'," ""ACLU's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infos,information,inform, 'infers', 'infuse', 'inflows', 'UFOs', 'INS', 'ifs', 'inf', 'informs', 'ins'," ""Enif's""", 'infest', 'infix'," ""IMF's"""," ""ING's""", 'inflow', 'inform', 'infuser', 'Enos'," ""In's""", 'Ines', 'envoys'," ""if's"""," ""in's""", 'inns', 'incs', 'inks'," ""Ina's""", 'infer'," ""inn's"""," ""Ono's"""," ""UFO's"""," ""ink's"""," ""inflow's"""," ""Ines's"""," ""Invar's"""," ""envoy's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submit,'submit', 'submits', 'summit', 'submitter', 'resubmit', 'summat',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
applications,'applications'," ""application's""", 'application', 'supplications', 'reapplications'," ""supplication's""", 'implications', 'replications', 'allocations', 'appellations'," ""reapplication's"""," ""implication's"""," ""duplication's"""," ""replication's"""," ""allocation's"""," ""appellation's"""," ""placation's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minimized,'minimized', 'minimizes', 'minimize', 'minimised', 'minimise',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bitcode,'bit code', 'bit-code', 'bitcoin', 'buncoed', 'betide', 'baited', 'bricked', 'decode', 'birded', 'birdied', 'bottomed', 'brocade', 'buttoned', 'ticked', 'bigoted', 'boded', 'bucked', 'butted', 'bated', 'betided', 'biked', 'BITNET', 'Botox', 'bottled', 'brigade', 'backed', 'batted', 'bedecked', 'bilked', 'decoder', 'betoken', 'battled', 'blacked', 'blocked', 'betake', 'betook', 'decade',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segments,'segments'," ""segment's""", 'segment', 'segmented', 'augments', 'regiments', 'sediments', 'cements', 'figments', 'pigments', 'sergeants'," ""regiment's"""," ""sediment's""", 'signets'," ""cement's""", 'casements', 'segmenting', 'seamounts'," ""Sargent's"""," ""figment's"""," ""pigment's"""," ""sergeant's"""," ""Sigmund's""", 'secants'," ""signet's"""," ""casement's"""," ""seamount's"""," ""secant's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogg,'Gog', 'egg', 'org', 'Eggo', 'orgy', 'Ag', 'OJ', 'OK', 'ox', 'Aug', 'EEG', 'age', 'ago', 'ego', 'erg', 'oak', 'oik', 'orc', 'fog', 'gig', 'hog', 'go', 'Igor', 'OH', 'oh', 'agog', 'gag', 'G', 'Goa', 'O', 'g', 'goo', 'o', 'bog', 'boggy', 'cog', 'dog', 'doggy', 'foggy', 'jog', 'log', 'moggy', 'soggy', 'tog', 'wog', 'Olga', 'Oreg', 'eggs', 'ogle', 'ogre', 'orig', 'Aggie', 'GA', 'GE', 'GI', 'GU', 'Ga', 'Ge', 'OE', 'OR', 'oi', 'or', 'ow'," ""egg's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxpagesize,'maximizes', 'exegesis', 'maximises', 'exegeses', 'expanses'," ""MySpace's""", 'misplaces', 'expresses', 'exposes'," ""expanse's"""," ""exegesis's"""," ""expose's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferences,'preferences'," ""preference's""", 'preference', 'references'," ""reference's""", 'reverences'," ""reverence's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tables,'tables'," ""table's""", 'tablets', 'tabled', 'table', 'tales', 'tablas', 'stables', 'cables', 'fables', 'gables', 'sables', 'tablet', 'dabbles'," ""tabla's""", 'tubules', 'tableau', 'bales', 'dabblers', 'tabla'," ""tale's""", 'tarballs', 'tubeless'," ""tubule's"""," ""stable's"""," ""tablet's""", 'tabs', 'Babels', 'babels', 'labels'," ""tableau's""", 'tabbies', 'tallies', 'trebles', 'tumbles'," ""Gable's"""," ""Mable's"""," ""cable's"""," ""fable's"""," ""gable's"""," ""sable's""", 'dales'," ""tab's""", 'tails', 'talus', 'tiles', 'tubes', 'eatables', 'notables', 'potables'," ""bale's"""," ""tail's"""," ""dabbler's"""," ""Tarbell's"""," ""Abel's"""," ""treble's"""," ""tumble's"""," ""Dale's"""," ""dale's"""," ""tile's"""," ""tole's"""," ""tube's"""," ""eatable's"""," ""notable's"""," ""potable's"""," ""Babel's"""," ""Mabel's"""," ""babel's"""," ""label's"""," ""Talley's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accounts,'accounts'," ""account's""", 'account', 'ac counts', 'ac-counts', 'accounted', 'counts', 'aconites', 'accents', 'accosts', 'amounts', 'coconuts', 'recounts'," ""count's""", 'accouters', 'aunts', 'cunts'," ""accent's""", 'acquaints'," ""accost's"""," ""amount's""", 'acorns'," ""aconite's"""," ""coconut's"""," ""recount's"""," ""Acton's"""," ""acorn's"""," ""county's"""," ""aunt's"""," ""cunt's"""," ""accounting's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acc,according,accident,accuary, 'ac', 'cc', 'ARC', 'ICC', 'arc', 'Yacc', 'ax', 'ABC', 'ACT', 'ADC', 'AFC', 'APC', 'act', 'FCC', 'GCC', 'ace', 'AK', 'Ag', 'EC', 'Ark', 'Aug', 'EEC', 'Eco', 'ICU', 'IRC', 'age', 'ago', 'aka', 'ark', 'auk', 'ecu', 'orc'," ""AC's"""," ""Ac's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call,'call', 'calla', 'calk', 'calls', 'Cal', 'cal', 'all', 'Cali', 'Carl', 'Gall', 'coll', 'cull', 'gall', 'coal', 'calf', 'calm', 'Ball', 'Hall', 'Wall', 'ball', 'cell', 'fall', 'hall', 'mall', 'pall', 'tall', 'wall', 'Callao', 'Callie', 'Cl', 'Clay', 'caller', 'callow', 'cl', 'claw', 'clay', 'Carla', 'Carlo', 'Carly', 'Gallo', 'COL', 'Col', 'col', 'gal', 'COLA', 'cola', 'Cole', 'Colo', 'Gael', 'Gail', 'Gale', 'Gaul', 'Gill', 'Jill', 'Kali', 'Karl', 'coil', 'cool', 'cowl', 'curl', 'gala', 'gale', 'gill', 'gull', 'jail', 'jell', 'kale', 'kill', 'ca ll', 'ca-ll'," ""call's"""," ""Cal's"""," ""y'all""",,,,,,,,,,,,,,,,,,,,,,,,,,,
back,'back', 'backs', 'black', 'Beck', 'Buck', 'bark', 'beck', 'bock', 'buck', 'aback', 'Baku', 'bake', 'beak', 'balk', 'bank', 'bask', 'Bach', 'Jack', 'Mack', 'hack', 'jack', 'lack', 'pack', 'rack', 'sack', 'tack', 'wack', 'zack', 'BC', 'Bk', 'backer', 'bk', 'Becky', 'Buick', 'BBC', 'Bic', 'bag', 'Bork', 'berk', 'book'," ""back's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,'value', 'valuer', 'valued', 'values', 'vale', 'valour', 'valve', 'vague', 'Val', 'val', 'valley', 'valor', 'vile', 'vole', 'wale'," ""value's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
struct,structure, 'strut', 'struck', 'stricter', 'tract', 'destruct', 'strait', 'street',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
member,'member', 'members', 'ember'," ""member's""", 'meme', 'mumbler', 'Amber', 'amber', 'memes', 'remember', 'umber', 'mamba', 'mambo', 'memoir', 'mummer'," ""meme's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fk,'FL', 'Gk', 'fl', 'F', 'K', 'f', 'k', 'fake', 'JFK', 'FY', 'Fe', 'ck', 'fa', 'ff', 'wk', 'AK', 'Bk', 'FD', 'FM', 'Fm', 'Fr', 'Mk', 'OK', 'SK', 'UK', 'bk', 'fr', 'ft', 'pk', 'fork', 'fuck', 'FAQ', 'FCC', 'fag', 'fig', 'fog', 'fug', 'Fiji', 'Fuji', 'kg', 'faker', 'fakir', 'G', 'J', 'KO', 'KY', 'Ky', 'g', 'j', 'kW', 'kw', 'KC', 'KFC', 'kc', 'CF', 'Cf', 'cf', 'Fisk', 'fink', 'flak', 'folk', 'funk', 'FAA', 'FTC', 'Fay', 'Fox', 'far', 'fax', 'fay', 'fee', 'fer', 'few', 'fey', 'fie', 'fir', 'fix', 'foe', 'foo', 'for', 'fox', 'fur', 'fwy'," ""F's""", 'FICA', 'fogy', 'C', 'Q', 'c', 'q', 'CFO', 'AFC', 'CFC', 'KKK', 'NFC', 'PFC', 'Pfc', 'RFC', 'mfg', 'CV', 'JV'
removed,'removed', 'removes', 'remove', 'remover', 're moved', 're-moved'," ""remove's""", 'removers', 'moved', 'roved', 'remote', 'remold', 'revved'," ""remover's""", 'remoter',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event2,event's, 'event', 'events', 'evened'," ""even's""", 'even', 'Evert', 'evens', 'seventy', 'evener', 'evenest', 'evident', 'fervent', 'vent', 'Evan', 'oven', 'Advent', 'advent', 'invent',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queue1,queue's, 'queue', 'queued', 'queues', 'queer', 'Que', 'Queen', 'queen', 'cue', 'gee', 'qua', 'quo', 'ques',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alg,'alga', 'lag', 'AL', 'Ag', 'Al', 'LG', 'lg', 'Ala', 'Ali', 'Aug', 'ale', 'all', 'alb', 'alp', 'alt', 'avg', 'Alger', 'algae', 'Alec', 'Olga', 'allege', 'elk', 'ilk', 'align', 'slag', 'AK', 'AOL', 'age', 'ago', 'ail', 'awl', 'elegy', 'leg', 'log', 'lug', 'blag', 'flag', 'Algol', 'algal', 'along', 'lac', 'ACLU', 'Alar', 'Alex', 'Argo', 'ally', 'aloe'," ""Al's""", 'Alcoa', 'Elgar', 'alack', 'alike', 'AC', 'Ac', 'IL', 'LC', 'UL', 'ac', 'ax'," ""alga's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resuming,'resuming', 'presuming', 'reusing', 'reaming', 'rescuing', 'rearming', 'residing', 'resizing', 'resting', 'assuming', 'renaming', 'resewing', 'resoling', 'resowing', 'resign', 'reissuing', 'summing', 'resin', 'rousing', 'seaming', 'seeming',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesg, 'message', 'MSG', 'mesh', 'Meg', 'meg', 'mes', 'Mesa', 'mesa', 'mess', 'message', 'masc', 'mask', 'misc', 'musk', 'mega', 'MEGO', 'Msgr', 'mag', 'meas', 'mews', 'MPEG', 'Mses', 'mags', 'mugs', 'MS', 'Mg', 'Ms', 'mg', 'ms', 'Meuse', 'merge', 'messy', 'Mmes', 'Mex', 'mks'," ""M's""", 'MSW', 'MiG', 'mas', 'mos', 'mug', 'mus', 'mys'," ""Mae's"""," ""Moe's"""," ""mew's"""," ""Meg's"""," ""mess's"""," ""mews's"""," ""MSG's"""," ""Mg's"""," ""MA's"""," ""MI's"""," ""MS's"""," ""Mo's"""," ""ma's"""," ""mi's"""," ""mu's"""," ""mag's"""," ""MiG's"""," ""mug's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suites,'suites'," ""suite's""", 'sites', 'suited', 'suits', 'suite'," ""suit's""", 'suitors', 'sties', 'sautes'," ""site's""", 'smites', 'spites', 'sits', 'cites', 'sates', 'sides'," ""suitor's"""," ""suet's"""," ""saute's""", 'suit es', 'suit-es'," ""cite's"""," ""side's"""," ""spite's"""," ""suede's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
println,'printing', 'perinatal', 'parental', 'prenatal', 'parenting', 'prattling', 'Pantaloon', 'prenatally',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resp,response, 'reps', 'reap', 'ESP', 'Rep', 'esp', 'rep', 'res', 'rasp', 'rest', 'raspy', 'reaps', 'rps', 'Sep'," ""Re's"""," ""re's""", 'raps', 'rips'," ""rep's"""," ""rap's"""," ""rip's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gety,'Getty', 'get', 'GTE', 'gets', 'gaiety', 'gt', 'GATT', 'gouty', 'gutty', 'jetty', 'GED', 'git', 'got', 'gut', 'jet', 'qty', 'gate', 'gite', 'Katy', 'geed', 'gent', 'GE', 'Ge', 'Ty', 'cutey'," ""G'day"""," ""g'day"""," ""Getty's"""," ""GTE's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notifier,'notifier', 'notifiers', 'notified', 'notifies'," ""notifier's""", 'fortifier', 'notify',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pairs,'pairs'," ""pair's""", 'Paris', 'Pamirs', 'pars', 'airs', 'pair'," ""par's""", 'parse', 'pears', 'piers', 'pies', 'pails', 'pains', 'fairs', 'hairs', 'lairs', 'pas', 'pis'," ""Paar's""", 'pours'," ""PA's"""," ""Pa's""", 'Pius'," ""pa's""", 'pass', 'paws', 'pays'," ""pi's""", 'piss'," ""Pei's"""," ""paw's"""," ""pay's""", 'peers'," ""poi's"""," ""pear's"""," ""pie's"""," ""pier's"""," ""air's"""," ""Parr's"""," ""pail's"""," ""pain's"""," ""Nair's"""," ""fair's"""," ""hair's"""," ""lair's"""," ""pass's"""," ""peer's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sets,'sets'," ""Set's""", 'seats'," ""set's""", 'setts', 'sects', 'stets', 'Set', 'set', 'sits', 'sots', 'sates', 'sites'," ""seat's""", 'sorts'," ""suet's"""," ""SE's"""," ""Se's""", 'seas', 'sees', 'sett', 'sews', 'bets', 'gets', 'jets', 'lets', 'nets', 'pets', 'secs', 'sens', 'stews', 'vets', 'wets', 'Cetus'," ""Sat's""", 'certs', 'seeds'," ""sot's""", 'suits', 'zetas', 'Seth'," ""sort's""", 'SIDS', 'sods', 'suds', 'zeds', 'zits'," ""EST's"""," ""sty's"""," ""site's"""," ""Sept's"""," ""sect's"""," ""seed's"""," ""soot's"""," ""stew's"""," ""suit's"""," ""Stu's"""," ""Seth's"""," ""sea's"""," ""see's"""," ""PET's"""," ""SEC's"""," ""Soto's"""," ""Tet's"""," ""bet's"""," ""jet's"""," ""let's"""," ""net's"""," ""pet's"""," ""sec's"""," ""vet's"""," ""wet's"""," ""zeta's"""," ""Sid's"""," ""sod's"""," ""zed's"""," ""zit's""",,,,,,,,,,,,,,,,,,,,,,,
devices,'devices'," ""device's""", 'deices', 'device', 'devises'," ""devise's""", 'defaces', 'devise', 'deicers', 'deuces', 'dices', 'Davies'," ""Devi's""", 'defies'," ""deicer's"""," ""deuce's"""," ""advice's"""," ""deviance's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
substring,'sub string', 'sub-string', 'subsiding', 'substation', 'bowstring', 'substrata', 'substrate', 'sequestering', 'subsidising', 'subsidizing',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
objects,'objects'," ""object's""", 'object', 'objectors'," ""objector's""", 'objector', 'abject', 'ejects',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modifiers,'modifiers'," ""modifier's""", 'modifies', 'modifier', 'codifiers', 'mortifies'," ""codifier's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
traits,'traits'," ""trait's""", 'trait', 'tarots', 'straits', 'treats', 'trots', 'tracts', 'trails', 'trains', 'traitors', 'triads', 'trouts'," ""tarot's""", 'treatise', 'trades'," ""treat's"""," ""trot's""", 'treaties', 'terabits', 'tarts'," ""traitor's""", 'teats', 'trays'," ""trout's""", 'Travis', 'taints', 'rats'," ""strait's""", 'tats', 'tits', 'treads', 'gratis'," ""triad's""", 'trials'," ""tract's""", 'traitor', 'truants', 'tyrants'," ""Traci's"""," ""trail's"""," ""train's""", 'raids'," ""trade's"""," ""tread's""", 'tries', 'trios', 'trite', 'writs'," ""treaty's"""," ""terabit's"""," ""tart's"""," ""tray's"""," ""teat's"""," ""taint's"""," ""rat's"""," ""tit's"""," ""Tarim's"""," ""truant's"""," ""tyrant's"""," ""raid's"""," ""trio's"""," ""writ's"""," ""trial's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
